"";"formaal";"reisetid";"reisemiddel";"ind";"NR";"dato";"arbeidsplass";"student";"fastoppmoete";"hjemmekontor";"arbeidstid";"yrke";"kjoenn";"alder";"alderskategori";"barn";"voksne";"totmedlem";"husholdning";"Kommunenavn";"fylke";"day";"hverdag";"antall_reiser";"tottid";"tellekategori";"annerledes_janei";"mindrekollektiv";"annettidspunkt";"mer_bil";"mer_sykkelgange";"monthyear";"tidskategori";"ID";"car_driver_boo"
"4800";"Undirected round trips";20;"By foot";"delreise 3.1";10762525;"2020-11-15";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";47;"45 - 54";4;3;8;"Couple w/ children 0-17 y/o";"STEINKJER";"TROENDELAG";"Sun";"Weekend";3;180;"3-4 trips";"Nei";0;0;0;0;"Nov'20";"15 - 30 min";10762525;0
"4801";"Freetime activities";4;"Car, driver";"delreise 3.1";10776500;"2020-11-15";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";28;"25 - 34";1;2;3;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";5;30;"5-6 trips";"Nei";0;0;0;0;"Nov'20";"< 5 min";10776500;1
"4802";"Pick up/drop off trip";5;"By foot";"delreise 3.1";10782689;"2020-11-16";"Education and kindergarten";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";38;"35 - 44";2;2;4;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";6;90;"5-6 trips";"Ja";1;0;1;0;"Nov'20";"< 5 min";10782689;0
"4803";"Pick up/drop off trip";12;"Car, driver";"delreise 3.1";10782803;"2020-11-16";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Female";46;"45 - 54";3;2;5;"Couple w/ children 0-17 y/o";"SNOESA";"TROENDELAG";"Mon";"Weekday";8;216;"7+ trips";"Nei";0;0;0;0;"Nov'20";"10 - 15 min";10782803;1
"4804";"Freetime activities";25;"By foot";"delreise 3.1";10783778;"2020-11-16";"Healthcare";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";37;"35 - 44";3;3;6;"Couple w/ children 0-17 y/o";"STEINKJER";"TROENDELAG";"Mon";"Weekday";8;109;"7+ trips";"Nei";0;0;0;0;"Nov'20";"15 - 30 min";10783778;0
"4805";"Shopping/grocery/service";10;"By foot";"delreise 3.1";10796452;"2020-11-16";"Healthcare";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";33;"25 - 34";0;2;2;"Couple w/o children";"OELESUND";"MOERE OG ROMSDAL";"Mon";"Weekday";6;90;"5-6 trips";"Ja";1;0;1;0;"Nov'20";"5 - 10 min";10796452;0
"4806";"Shopping/grocery/service";18;"Car, driver";"delreise 3.1";10812270;"2020-11-17";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Female";58;"55 - 66";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";7;109;"7+ trips";"Nei";0;0;0;0;"Nov'20";"15 - 30 min";10812270;1
"4807";"Freetime activities";5;"Car, passenger";"delreise 3.1";10817979;"2020-11-17";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";38;"35 - 44";2;2;4;"Couple w/ children 0-17 y/o";"GJEMNES";"MOERE OG ROMSDAL";"Tue";"Weekday";6;50;"5-6 trips";"Nei";0;0;0;0;"Nov'20";"< 5 min";10817979;0
"4808";"Undirected round trips";45;"By foot";"delreise 3.1";10837057;"2020-11-18";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";58;"55 - 66";0;4;4;"Several adults";"OELESUND";"MOERE OG ROMSDAL";"Wed";"Weekday";5;85;"5-6 trips";"Nei";0;0;0;0;"Nov'20";"30 - 60 min";10837057;0
"4809";"Pick up/drop off trip";20;"Car, driver";"delreise 3.1";10843689;"2020-11-18";"Healthcare";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";37;"35 - 44";2;2;4;"Couple w/ children 0-17 y/o";"HUSTADVIKA";"MOERE OG ROMSDAL";"Wed";"Weekday";8;91;"7+ trips";"Nei";0;0;0;0;"Nov'20";"15 - 30 min";10843689;1
"4810";"Freetime activities";15;"Car, driver";"delreise 3.1";10860198;"2020-11-19";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";46;"45 - 54";2;3;5;"Couple w/ children 0-17 y/o";"SUNNDAL";"MOERE OG ROMSDAL";"Thu";"Weekday";6;95;"5-6 trips";"Nei";0;0;0;0;"Nov'20";"10 - 15 min";10860198;1
"4811";"Freetime activities";9;"Car, driver";"delreise 3.1";10860504;"2020-11-19";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";42;"35 - 44";0;2;2;"Couple w/o children";"OELESUND";"MOERE OG ROMSDAL";"Thu";"Weekday";6;39;"5-6 trips";"Nei";0;0;0;0;"Nov'20";"5 - 10 min";10860504;1
"4812";"Freetime activities";5;"Car, driver";"delreise 3.1";10903302;"2020-11-22";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";52;"45 - 54";0;1;1;"Single w/o children";"MOLDE";"MOERE OG ROMSDAL";"Sun";"Weekend";6;44;"5-6 trips";"Ja";0;0;0;0;"Nov'20";"< 5 min";10903302;1
"4813";"Freetime activities";10;"Car, driver";"delreise 3.1";13897449;"2021-05-01";NA;"Student";NA;NA;NA;"Student, higher education";"Male";23;"18 - 24";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Sat";"Weekend";6;100;"5-6 trips";"Nei";0;0;0;0;"May'21";"5 - 10 min";13897449;1
"4814";"Freetime activities";15;"Car, driver";"delreise 3.1";15783136;"2021-09-09";NA;"Student";NA;NA;NA;"Student, higher education";"Male";25;"25 - 34";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";6;38;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"10 - 15 min";15783136;1
"4815";"Freetime activities";15;"Car, passenger";"delreise 3.1";15783138;"2021-09-09";NA;"Student";NA;NA;NA;"Student, higher education";"Female";22;"18 - 24";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";6;40;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"10 - 15 min";15783138;0
"4816";"Other";470;"Car, driver";"delreise 3.1";15817271;"2021-09-13";"Office job, research, administration";"Not student";"Ja, jobber hjemmefra";"Work from home";"Flextime";"Full-time";"Male";49;"45 - 54";1;1;2;"Single w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";7;536;"7+ trips";"Nei";0;0;0;0;"Sep'21";"> 2 hours";15817271;1
"4817";"Freetime activities";90;"Car, driver";"delreise 3.1";15817819;"2021-09-13";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Female";41;"35 - 44";3;1;4;"Single w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";5;145;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"1 - 2 hours";15817819;1
"4818";"Undirected round trips";75;"By foot";"delreise 3.1";15818794;"2021-09-13";NA;"Student";NA;NA;NA;"Student, higher education";"Female";18;"18 - 24";0;7;7;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";5;128;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"1 - 2 hours";15818794;0
"4819";"Freetime activities";15;"By foot";"delreise 3.1";15824317;"2021-09-13";NA;"Student";NA;NA;NA;"Student, higher education";"Female";22;"18 - 24";3;4;7;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";7;95;"7+ trips";"Ja";0;0;0;0;"Sep'21";"10 - 15 min";15824317;0
"4820";"Shopping/grocery/service";12;"Car, passenger";"delreise 3.1";15838423;"2021-09-14";"Healthcare";"Not student";"Ja";"Go to work as usual";"Shift work, rotating shifts";"Full-time";"Female";27;"25 - 34";1;2;3;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";6;56;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"10 - 15 min";15838423;0
"4821";"Business trip / temporary accomodation";10;"Public transportation";"delreise 3.1";15894942;"2021-09-15";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Flextime";"Full-time";"Male";68;"67 - 74";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";3;55;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"5 - 10 min";15894942;0
"4822";"Freetime activities";15;"Car, passenger";"delreise 3.1";15909767;"2021-09-16";NA;"Student";NA;NA;NA;"Student, higher education";"Female";20;"18 - 24";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";5;45;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"10 - 15 min";15909767;0
"4823";"Shopping/grocery/service";20;"By foot";"delreise 3.1";15913539;"2021-09-16";NA;"Student";NA;NA;NA;"Student, higher education";"Female";23;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";5;96;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"15 - 30 min";15913539;0
"4824";"Shopping/grocery/service";45;"Car, driver";"delreise 3.1";15926132;"2021-09-16";"Industry, agriculture, craftmanship";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Male";51;"45 - 54";0;5;5;"Several adults";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";5;150;"5-6 trips";"Ja";0;0;0;0;"Sep'21";"30 - 60 min";15926132;1
"4825";"Shopping/grocery/service";10;"Car, driver";"delreise 3.1";15928736;"2021-09-16";"Healthcare";"Not student";"Ja";"Go to work as usual";"Shift work, rotating shifts";"Full-time";"Female";64;"55 - 66";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";6;64;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"5 - 10 min";15928736;1
"4826";"Pick up/drop off trip";10;"Car, driver";"delreise 3.1";15935720;"2021-09-17";"Office job, research, administration";"Not student";"Ja";"Work from home";"Flextime";"Full-time";"Male";59;"55 - 66";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Fri";"Weekday";9;94;"7+ trips";"Nei";0;0;0;0;"Sep'21";"5 - 10 min";15935720;1
"4827";"Shopping/grocery/service";5;"By foot";"delreise 3.1";15947425;"2021-09-18";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";3;4;7;"Several adults";"TRONDHEIM";"TROENDELAG";"Sat";"Weekend";5;42;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"< 5 min";15947425;0
"4828";"Shopping/grocery/service";10;"Car, driver";"delreise 3.1";15980622;"2021-09-20";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Male";43;"35 - 44";2;2;4;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";6;75;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"5 - 10 min";15980622;1
"4829";"Freetime activities";2;"By foot";"delreise 3.1";16053837;"2021-09-23";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Different schedule";"Full-time";"Female";25;"25 - 34";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";6;33;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"< 5 min";16053837;0
"4830";"Freetime activities";10;"Car, driver";"delreise 3.1";16060504;"2021-09-24";NA;"Not student";NA;NA;NA;"Pensioner";"Female";74;"67 - 74";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Fri";"Weekday";7;145;"7+ trips";"Nei";0;0;0;0;"Sep'21";"5 - 10 min";16060504;1
"4831";"Shopping/grocery/service";15;"Public transportation";"delreise 3.1";16105004;"2021-09-27";"Office job, research, administration";"Not student";"Ja";"Work from home";"Flextime";"Full-time";"Female";46;"45 - 54";0;4;4;"Several adults";"OSLO";"OSLO";"Mon";"Weekday";6;93;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"10 - 15 min";16105004;0
"4832";"Shopping/grocery/service";2;"By foot";"delreise 3.1";16107678;"2021-09-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";28;"25 - 34";0;5;5;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";7;96;"7+ trips";"Ja";0;0;0;0;"Sep'21";"< 5 min";16107678;0
"4833";"Freetime activities";35;"Public transportation";"delreise 3.1";16115480;"2021-09-27";"Healthcare";"Not student";"Ja";"Other";"Standard Business Day";"Full-time";"Male";28;"25 - 34";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";4;103;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"30 - 60 min";16115480;0
"4834";"Freetime activities";5;"Car, driver";"delreise 3.1";16163132;"2021-09-28";NA;"Student";NA;NA;NA;"Student, higher education";"Male";24;"18 - 24";2;3;5;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";6;45;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"< 5 min";16163132;1
"4835";"Pick up/drop off trip";20;"Public transportation";"delreise 3.1";16312080;"2021-10-05";NA;"Student";NA;NA;NA;"Student, higher education";"Male";33;"25 - 34";2;2;4;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";6;76;"5-6 trips";"Ja";0;0;0;0;"Oct'21";"15 - 30 min";16312080;0
"4836";"Freetime activities";10;"Pedal bike";"delreise 3.1";16521882;"2021-10-18";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Female";38;"35 - 44";3;2;5;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";6;52;"5-6 trips";"Nei";0;0;0;0;"Oct'21";"5 - 10 min";16521882;0
"4837";"Undirected round trips";30;"By foot";"delreise 3.1";7295298;"2020-04-23";NA;"Not student";NA;NA;NA;"Parental leave";"Female";27;"25 - 34";0;2;2;"Couple w/o children";"OSLO";"OSLO";"Thu";"Weekday";6;320;"5-6 trips";NA;NA;NA;NA;NA;"Apr'20";"15 - 30 min";7295298;0
"4838";"Pick up/drop off trip";15;"Car, driver";"delreise 3.1";7299795;"2020-04-23";"Office job, research, administration";"Not student";"Ja";"Work from home";"Standard Business Day";"Full-time";"Male";67;"67 - 74";0;4;4;"Several adults";"MALVIK";"TROENDELAG";"Thu";"Weekday";7;90;"7+ trips";NA;NA;NA;NA;NA;"Apr'20";"10 - 15 min";7299795;1
"4839";"Shopping/grocery/service";10;"By foot";"delreise 3.1";7311995;"2020-04-24";NA;"Student";NA;NA;NA;"Student, higher education";"Female";27;"25 - 34";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Fri";"Weekday";6;80;"5-6 trips";NA;NA;NA;NA;NA;"Apr'20";"5 - 10 min";7311995;0
"4840";"Undirected round trips";120;"MC, other";"delreise 3.1";7329257;"2020-04-24";NA;"Not student";NA;NA;NA;"Parental leave";"Female";27;"25 - 34";0;2;2;"Couple w/o children";"OSLO";"OSLO";"Fri";"Weekday";4;310;"3-4 trips";NA;NA;NA;NA;NA;"Apr'20";"1 - 2 hours";7329257;0
"4841";"Freetime activities";30;"Car, driver";"delreise 3.1";7335907;"2020-04-26";"Office job, research, administration";"Not student";"Ja";"Work from home";"Standard Business Day";"Full-time";"Male";63;"55 - 66";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";4;420;"3-4 trips";NA;NA;NA;NA;NA;"Apr'20";"15 - 30 min";7335907;1
"4842";"Other";2;"By foot";"delreise 3.1";7348137;"2020-04-27";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Flextime";"Part-time";"Female";39;"35 - 44";0;2;2;"Couple w/o children";"OSLO";"OSLO";"Mon";"Weekday";5;44;"5-6 trips";NA;NA;NA;NA;NA;"Apr'20";"< 5 min";7348137;0
"4843";"Shopping/grocery/service";30;"Car, driver";"delreise 3.1";7397028;"2020-04-28";"Office job, research, administration";"Not student";"Ja";"Work from home";"Standard Business Day";"Full-time";"Male";46;"45 - 54";2;2;4;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";5;210;"5-6 trips";NA;NA;NA;NA;NA;"Apr'20";"15 - 30 min";7397028;1
"4844";"Other";10;"Car, driver";"delreise 3.1";7398147;"2020-04-28";"Office job, research, administration";"Not student";"Ja";"Work from home";"Standard Business Day";"Full-time";"Male";37;"35 - 44";2;2;4;"Couple w/ children 0-17 y/o";"MALVIK";"TROENDELAG";"Tue";"Weekday";6;100;"5-6 trips";NA;NA;NA;NA;NA;"Apr'20";"5 - 10 min";7398147;1
"4845";"Freetime activities";30;"Car, passenger";"delreise 3.1";7907380;"2020-05-27";"Restaurant, stores, taxi, goods delivery";"Not student";"Ja";"Work from home";"Flextime";"Full-time";"Female";39;"35 - 44";2;3;5;"Couple w/ children 0-17 y/o";"LILLESTROEM";"VIKEN";"Wed";"Weekday";6;214;"5-6 trips";NA;NA;NA;NA;NA;"May'20";"15 - 30 min";7907380;0
"4846";"Other";10;"Car, driver";"delreise 3.1";8080173;"2020-06-09";"Healthcare";"Not student";"Ja";"Go to work as usual";"Shift work, rotating shifts";"Full-time";"Female";38;"35 - 44";3;2;5;"Couple w/ children 0-17 y/o";"FREDRIKSTAD";"VIKEN";"Tue";"Weekday";6;80;"5-6 trips";NA;NA;NA;NA;NA;"Jun'20";"5 - 10 min";8080173;1
"4847";"Pick up/drop off trip";10;"By foot";"delreise 3.1";8123809;"2020-06-10";"Office job, research, administration";"Not student";"Ja";"Work from home";"Standard Business Day";"Full-time";"Female";38;"35 - 44";1;1;2;"Single w/ children 0-17 y/o";"FREDRIKSTAD";"VIKEN";"Wed";"Weekday";7;53;"7+ trips";NA;NA;NA;NA;NA;"Jun'20";"5 - 10 min";8123809;0
"4848";"Freetime activities";180;"Car, driver";"delreise 3.1";8132548;"2020-06-11";NA;"Not student";NA;NA;NA;"Care work, unemployment";"Female";47;"45 - 54";3;3;6;"Couple w/ children 0-17 y/o";NA;NA;"Thu";"Weekday";6;424;"5-6 trips";NA;NA;NA;NA;NA;"Jun'20";"> 2 hours";8132548;1
"4849";"Shopping/grocery/service";4;"Car, driver";"delreise 3.1";8133961;"2020-06-11";NA;"Not student";NA;NA;NA;NA;"Them";NA;NA;1;0;1;"Single w/o children";NA;NA;"Thu";"Weekday";10;45;"7+ trips";NA;NA;NA;NA;NA;"Jun'20";"< 5 min";8133961;1
"4850";"Freetime activities";10;"Car, passenger";"delreise 3.1";8135395;"2020-06-11";NA;"Not student";NA;NA;NA;NA;"Them";NA;NA;1;0;1;"Single w/o children";NA;NA;"Thu";"Weekday";6;44;"5-6 trips";NA;NA;NA;NA;NA;"Jun'20";"5 - 10 min";8135395;0
"4851";"Shopping/grocery/service";2;"By foot";"delreise 3.1";8139494;"2020-06-13";"Office job, research, administration";"Not student";"Ja";"Work from home";"Different schedule";"Full-time";"Female";26;"25 - 34";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Sat";"Weekend";5;204;"5-6 trips";NA;NA;NA;NA;NA;"Jun'20";"< 5 min";8139494;0
"4852";"Business trip / temporary accomodation";15;"Car, driver";"delreise 3.1";8139693;"2020-06-13";NA;"Not student";NA;NA;NA;"Care work, unemployment";"Female";49;"45 - 54";1;1;2;"Single w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Sat";"Weekend";9;183;"7+ trips";NA;NA;NA;NA;NA;"Jun'20";"10 - 15 min";8139693;1
"4853";"Freetime activities";6;"Pedal bike";"delreise 3.1";8147749;"2020-06-14";NA;"Not student";NA;NA;NA;"Pensioner";"Male";67;"67 - 74";2;3;5;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";6;72;"5-6 trips";NA;NA;NA;NA;NA;"Jun'20";"5 - 10 min";8147749;0
"4854";"Freetime activities";30;"Pedal bike";"delreise 3.1";8168306;"2020-06-15";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Flextime";"Full-time";"Male";26;"25 - 34";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";6;120;"5-6 trips";NA;NA;NA;NA;NA;"Jun'20";"15 - 30 min";8168306;0
"4855";"Freetime activities";8;"By foot";"delreise 3.1";8172559;"2020-06-16";"Healthcare";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Female";24;"18 - 24";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";6;48;"5-6 trips";NA;NA;NA;NA;NA;"Jun'20";"5 - 10 min";8172559;0
"4856";"Other";4;"Car, driver";"delreise 3.1";8172771;"2020-06-16";"Office job, research, administration";"Not student";"Ja";"Work from home";"Standard Business Day";"Full-time";"Male";54;"45 - 54";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";7;45;"7+ trips";NA;NA;NA;NA;NA;"Jun'20";"< 5 min";8172771;1
"4857";"Freetime activities";15;"Car, driver";"delreise 3.1";8176193;"2020-06-16";NA;"Not student";NA;NA;NA;"Care work, unemployment";"Male";49;"45 - 54";1;4;5;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";5;59;"5-6 trips";NA;NA;NA;NA;NA;"Jun'20";"10 - 15 min";8176193;1
"4858";"Freetime activities";15;"Car, driver";"delreise 3.1";8181346;"2020-06-16";NA;"Not student";NA;NA;NA;"Pensioner";"Female";80;"75 +";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";8;126;"7+ trips";NA;NA;NA;NA;NA;"Jun'20";"10 - 15 min";8181346;1
"4859";"Freetime activities";10;"Pedal bike";"delreise 3.1";8188726;"2020-06-18";"Healthcare";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Female";51;"45 - 54";1;5;6;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";5;130;"5-6 trips";NA;NA;NA;NA;NA;"Jun'20";"5 - 10 min";8188726;0
"4860";"Undirected round trips";90;"By foot";"delreise 3.1";8327513;"2020-06-28";"Office job, research, administration";"Not student";"Ja";"Work from home";"Standard Business Day";"Full-time";"Male";38;"35 - 44";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";3;480;"3-4 trips";NA;NA;NA;NA;NA;"Jun'20";"1 - 2 hours";8327513;0
"4861";"Freetime activities";15;"By foot";"delreise 3.1";8328415;"2020-06-29";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Flextime";"Full-time";"Female";43;"35 - 44";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";6;750;"5-6 trips";NA;NA;NA;NA;NA;"Jun'20";"10 - 15 min";8328415;0
"4862";"Freetime activities";25;"Car, driver";"delreise 3.1";8328950;"2020-06-28";"Office job, research, administration";"Not student";"Ja";"Work from home";"Flextime";"Full-time";"Female";52;"45 - 54";0;2;2;"Couple w/o children";"MALVIK";"TROENDELAG";"Sun";"Weekend";6;110;"5-6 trips";NA;NA;NA;NA;NA;"Jun'20";"15 - 30 min";8328950;1
"4863";"Undirected round trips";60;"By foot";"delreise 3.1";8329058;"2020-06-28";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Female";30;"25 - 34";0;1;1;"Single w/o children";"GJOEVIK";"INNLANDET";"Sun";"Weekend";5;380;"5-6 trips";NA;NA;NA;NA;NA;"Jun'20";"30 - 60 min";8329058;0
"4864";"Freetime activities";15;"Car, driver";"delreise 3.1";8329429;"2020-06-28";"Office job, research, administration";"Not student";"Ja";"Work from home";"Flextime";"Full-time";"Female";48;"45 - 54";2;3;5;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";7;100;"7+ trips";NA;NA;NA;NA;NA;"Jun'20";"10 - 15 min";8329429;1
"4865";"School/university";20;"Public transportation";"delreise 3.1";8329439;"2020-06-27";NA;"Student";NA;NA;NA;"Student, higher education";"Male";28;"25 - 34";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Sat";"Weekend";6;260;"5-6 trips";NA;NA;NA;NA;NA;"Jun'20";"15 - 30 min";8329439;0
"4866";"Undirected round trips";10;"By foot";"delreise 3.1";8329685;"2020-06-28";"Office job, research, administration";"Not student";"Ja";"Work from home";"Flextime";"Full-time";"Female";62;"55 - 66";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";5;130;"5-6 trips";NA;NA;NA;NA;NA;"Jun'20";"5 - 10 min";8329685;0
"4867";"Other";12;"Car, driver";"delreise 3.1";8331305;"2020-06-29";"Office job, research, administration";"Not student";"Ja";"Work from home";"Flextime";"Full-time";"Male";68;"67 - 74";2;3;5;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";8;122;"7+ trips";NA;NA;NA;NA;NA;"Jun'20";"10 - 15 min";8331305;1
